C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_23_719.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_23_719.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_23_719.jpg,0,0,0,1.603872E-05
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_23_790.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_23_790.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_23_790.jpg,0,0,0,5.123642E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_23_867.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_23_867.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_23_867.jpg,0,0,0,6.794957E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_23_945.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_23_945.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_23_945.jpg,0,0,0,1.746791E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_017.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_017.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_017.jpg,0,0,0,2.740333E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_087.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_087.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_087.jpg,0,0,0,2.28823E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_158.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_158.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_158.jpg,0,0,0,1.313092E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_229.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_229.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_229.jpg,0,0,0,7.454383E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_302.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_302.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_302.jpg,0,0,0,1.406225E-06
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_370.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_370.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_370.jpg,-0.05,0.252762,0,0.1774624
C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\center_2024_04_15_20_56_24_442.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\left_2024_04_15_20_56_24_442.jpg,C:\Users\renan\OneDrive\Área de Trabalho\TCC\IMG\right_2024_04_15_20_56_24_442.jpg,-0.2,0.423759,0,0.4225771
